-2.00e+02		2.94e-11
-2.00e+02		8.62e-11
-2.00e+02		1.15e-11
-1.99e+02		2.00e-11
-1.99e+02		1.34e-11
-1.99e+02		1.65e-11
-1.99e+02		3.68e-11
-1.99e+02		3.99e-11
-1.98e+02		1.76e-11
-1.98e+02		1.75e-11
-1.98e+02		1.31e-11
-1.98e+02		3.11e-11
-1.98e+02		4.37e-11
-1.97e+02		3.21e-11
-1.97e+02		3.11e-11
-1.97e+02		7.30e-11
-1.97e+02		9.28e-12
-1.97e+02		1.25e-11
-1.96e+02		1.98e-11
-1.96e+02		3.40e-11
-1.96e+02		7.13e-12
-1.96e+02		1.49e-11
-1.96e+02		6.10e-12
-1.95e+02		4.91e-11
-1.95e+02		4.10e-11
-1.95e+02		1.65e-11
-1.95e+02		1.36e-11
-1.95e+02		5.77e-12
-1.94e+02		3.97e-11
-1.94e+02		1.35e-11
-1.94e+02		9.40e-12
-1.94e+02		2.40e-11
-1.94e+02		6.53e-12
-1.93e+02		1.09e-10
-1.93e+02		9.17e-11
-1.93e+02		2.52e-11
-1.93e+02		1.58e-11
-1.93e+02		1.49e-11
-1.92e+02		2.87e-12
-1.92e+02		1.89e-11
-1.92e+02		1.44e-11
-1.92e+02		9.53e-12
-1.92e+02		4.08e-11
-1.91e+02		1.35e-11
-1.91e+02		2.38e-11
-1.91e+02		2.66e-11
-1.91e+02		1.10e-11
-1.91e+02		1.87e-11
-1.90e+02		5.85e-11
-1.90e+02		1.52e-11
-1.90e+02		1.10e-11
-1.90e+02		2.84e-11
-1.90e+02		4.43e-12
-1.89e+02		1.27e-11
-1.89e+02		1.68e-11
-1.89e+02		4.74e-12
-1.89e+02		1.58e-11
-1.89e+02		2.33e-11
-1.88e+02		8.86e-12
-1.88e+02		2.23e-11
-1.88e+02		1.50e-11
-1.88e+02		2.54e-11
-1.88e+02		1.52e-11
-1.87e+02		1.13e-11
-1.87e+02		2.33e-11
-1.87e+02		3.90e-11
-1.87e+02		1.09e-11
-1.87e+02		3.07e-11
-1.86e+02		7.50e-12
-1.86e+02		9.58e-12
-1.86e+02		4.68e-12
-1.86e+02		1.08e-11
-1.86e+02		6.90e-12
-1.85e+02		1.20e-11
-1.85e+02		6.12e-11
-1.85e+02		2.03e-12
-1.85e+02		7.45e-12
-1.85e+02		3.26e-11
-1.84e+02		2.18e-11
-1.84e+02		4.45e-12
-1.84e+02		1.08e-11
-1.84e+02		8.40e-12
-1.84e+02		5.04e-12
-1.83e+02		2.24e-11
-1.83e+02		1.15e-11
-1.83e+02		6.72e-12
-1.83e+02		2.19e-11
-1.83e+02		1.32e-11
-1.82e+02		2.10e-11
-1.82e+02		1.80e-11
-1.82e+02		1.92e-11
-1.82e+02		1.61e-11
-1.82e+02		3.54e-11
-1.81e+02		5.92e-12
-1.81e+02		1.19e-11
-1.81e+02		4.27e-11
-1.81e+02		4.77e-11
-1.81e+02		4.06e-11
-1.80e+02		1.29e-11
-1.80e+02		1.03e-11
-1.80e+02		2.51e-11
-1.80e+02		1.14e-11
-1.80e+02		1.28e-11
-1.79e+02		5.63e-12
-1.79e+02		2.42e-11
-1.79e+02		4.59e-12
-1.79e+02		2.27e-11
-1.79e+02		2.76e-11
-1.78e+02		1.87e-10
-1.78e+02		2.44e-09
-1.78e+02		1.68e-09
-1.78e+02		3.39e-11
-1.78e+02		8.75e-12
-1.77e+02		9.98e-12
-1.77e+02		2.12e-11
-1.77e+02		1.10e-11
-1.77e+02		2.29e-11
-1.77e+02		1.56e-11
-1.76e+02		7.30e-12
-1.76e+02		2.56e-11
-1.76e+02		1.32e-11
-1.76e+02		3.76e-11
-1.76e+02		5.49e-11
-1.75e+02		2.35e-10
-1.75e+02		1.98e-09
-1.75e+02		5.89e-08
-1.75e+02		8.35e-09
-1.75e+02		2.68e-10
-1.74e+02		6.86e-11
-1.74e+02		1.37e-11
-1.74e+02		1.00e-10
-1.74e+02		5.27e-11
-1.74e+02		3.39e-11
-1.73e+02		9.08e-12
-1.73e+02		1.66e-11
-1.73e+02		1.01e-10
-1.73e+02		1.79e-11
-1.73e+02		1.34e-11
-1.72e+02		2.93e-11
-1.72e+02		2.21e-11
-1.72e+02		5.15e-11
-1.72e+02		3.52e-10
-1.72e+02		1.83e-10
-1.71e+02		5.52e-11
-1.71e+02		2.57e-11
-1.71e+02		2.30e-11
-1.71e+02		1.11e-11
-1.71e+02		1.97e-11
-1.70e+02		1.34e-11
-1.70e+02		3.39e-11
-1.70e+02		1.43e-11
-1.70e+02		2.06e-11
-1.70e+02		9.57e-12
-1.69e+02		1.16e-11
-1.69e+02		1.15e-11
-1.69e+02		6.20e-11
-1.69e+02		1.93e-11
-1.69e+02		8.50e-12
-1.68e+02		1.74e-11
-1.68e+02		1.11e-11
-1.68e+02		2.92e-11
-1.68e+02		2.75e-11
-1.68e+02		7.15e-11
-1.67e+02		6.00e-12
-1.67e+02		1.26e-11
-1.67e+02		8.24e-12
-1.67e+02		1.22e-11
-1.67e+02		1.46e-11
-1.66e+02		1.67e-11
-1.66e+02		4.91e-11
-1.66e+02		1.35e-11
-1.66e+02		2.08e-11
-1.66e+02		8.83e-12
-1.65e+02		1.35e-10
-1.65e+02		6.11e-11
-1.65e+02		7.67e-12
-1.65e+02		3.82e-11
-1.65e+02		1.01e-11
-1.64e+02		2.65e-12
-1.64e+02		1.90e-11
-1.64e+02		1.33e-10
-1.64e+02		1.32e-11
-1.64e+02		3.00e-11
-1.63e+02		7.13e-12
-1.63e+02		4.69e-11
-1.63e+02		3.13e-11
-1.63e+02		3.35e-11
-1.63e+02		1.47e-11
-1.62e+02		9.27e-11
-1.62e+02		2.77e-11
-1.62e+02		1.98e-11
-1.62e+02		2.14e-11
-1.62e+02		5.32e-11
-1.61e+02		3.59e-10
-1.61e+02		5.31e-10
-1.61e+02		2.26e-09
-1.61e+02		4.37e-09
-1.61e+02		4.39e-09
-1.60e+02		8.74e-10
-1.60e+02		1.88e-10
-1.60e+02		1.39e-10
-1.60e+02		4.78e-11
-1.60e+02		4.42e-11
-1.59e+02		4.24e-11
-1.59e+02		3.94e-11
-1.59e+02		4.10e-11
-1.59e+02		5.24e-11
-1.59e+02		1.04e-11
-1.58e+02		1.05e-10
-1.58e+02		3.34e-11
-1.58e+02		1.25e-11
-1.58e+02		9.94e-12
-1.58e+02		8.54e-12
-1.57e+02		1.65e-10
-1.57e+02		6.82e-11
-1.57e+02		2.26e-11
-1.57e+02		6.29e-11
-1.57e+02		1.19e-11
-1.56e+02		4.75e-11
-1.56e+02		6.71e-12
-1.56e+02		3.57e-11
-1.56e+02		1.94e-11
-1.56e+02		2.78e-11
-1.55e+02		9.94e-13
-1.55e+02		8.39e-12
-1.55e+02		3.17e-12
-1.55e+02		1.23e-12
-1.54e+02		1.61e-11
-1.54e+02		1.14e-11
-1.54e+02		7.12e-12
-1.54e+02		1.85e-11
-1.54e+02		5.44e-12
-1.53e+02		1.23e-11
-1.53e+02		2.16e-11
-1.53e+02		1.25e-11
-1.53e+02		1.40e-11
-1.53e+02		3.36e-11
-1.52e+02		1.07e-11
-1.52e+02		3.45e-11
-1.52e+02		1.16e-11
-1.52e+02		7.28e-11
-1.52e+02		1.07e-10
-1.51e+02		1.36e-11
-1.51e+02		2.89e-11
-1.51e+02		2.29e-11
-1.51e+02		1.79e-11
-1.51e+02		2.10e-11
-1.50e+02		2.62e-11
-1.50e+02		1.52e-11
-1.50e+02		9.99e-12
-1.50e+02		1.19e-11
-1.50e+02		1.53e-11
-1.49e+02		1.28e-11
-1.49e+02		1.35e-11
-1.49e+02		1.90e-11
-1.49e+02		3.03e-11
-1.49e+02		7.30e-11
-1.48e+02		1.46e-11
-1.48e+02		6.30e-12
-1.48e+02		1.46e-11
-1.48e+02		5.22e-12
-1.48e+02		3.46e-11
-1.47e+02		1.07e-11
-1.47e+02		4.33e-11
-1.47e+02		2.06e-11
-1.47e+02		7.99e-11
-1.47e+02		1.87e-11
-1.46e+02		1.95e-11
-1.46e+02		2.29e-11
-1.46e+02		8.85e-12
-1.46e+02		1.13e-11
-1.46e+02		8.64e-12
-1.45e+02		2.64e-12
-1.45e+02		1.73e-11
-1.45e+02		2.63e-11
-1.45e+02		4.17e-11
-1.45e+02		1.43e-11
-1.44e+02		1.02e-11
-1.44e+02		2.37e-11
-1.44e+02		1.16e-11
-1.44e+02		1.20e-11
-1.44e+02		1.58e-11
-1.43e+02		3.46e-11
-1.43e+02		2.12e-11
-1.43e+02		2.05e-11
-1.43e+02		2.03e-11
-1.43e+02		1.46e-11
-1.42e+02		5.17e-12
-1.42e+02		7.11e-12
-1.42e+02		1.89e-11
-1.42e+02		9.22e-12
-1.42e+02		2.07e-11
-1.41e+02		2.28e-11
-1.41e+02		1.65e-11
-1.41e+02		8.74e-12
-1.41e+02		4.57e-11
-1.41e+02		9.26e-12
-1.40e+02		6.57e-11
-1.40e+02		3.17e-11
-1.40e+02		2.60e-11
-1.40e+02		1.71e-11
-1.40e+02		6.16e-11
-1.39e+02		6.70e-11
